name,latitude,longitude,is_closed,zipcode,city,state,price,rating,url,review_count,transactions,category,id
Commissary,38.9098062294871,-77.0335950193471,False,20005,"Washington, DC",DC,$$,4.0,https://www.yelp.com/biz/commissary-washington?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1080,['pickup'],"newamerican,breakfast_brunch,sandwiches",wzU5moi-ezzcfYUInOwxAA
Ankara,38.9081,-77.04377,False,20036,"Washington, DC",DC,$$,3.5,https://www.yelp.com/biz/ankara-washington?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,259,[],"mediterranean,turkish",Kum_yBojFgplX6U68iUR4g
Madhatter,38.907816,-77.042273,False,20036,"Washington, DC",DC,$$,3.0,https://www.yelp.com/biz/madhatter-washington-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,942,['restaurant_reservation'],"bars,tradamerican,breakfast_brunch",uIpjG4S3hXPIjAiN_FyDUQ
Ghion Ethiopian Restaurant,38.91738,-77.02428,False,20001,"Washington, DC",DC,$$,4.5,https://www.yelp.com/biz/ghion-ethiopian-restaurant-washington?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,76,"['delivery', 'pickup']","ethiopian,lounges",gGtzt-Iet9S0XHTEzzUjPg
Firefly,38.9076499,-77.04582,False,20036,"Washington, DC",DC,$$,3.5,https://www.yelp.com/biz/firefly-washington?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1009,[],"newamerican,comfortfood,breakfast_brunch",fjQPSFz-F8GEvSNN1W9wpQ
9:30 Club,38.9178851722944,-77.023665130059,False,20001,"Washington, DC",DC,$$,4.0,https://www.yelp.com/biz/9-30-club-washington?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,647,[],"musicvenues,danceclubs,bars",Y1lu8rQMqKTEyD5vOIX9NA
Kyirisan,38.91651,-77.02343,False,20001,"Washington, DC",DC,$$$,4.0,https://www.yelp.com/biz/kyirisan-washington?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,325,[],"french,chinese,breakfast_brunch",Jk890uJFlkZQcpJ_WIHZaA
Ristorante I Ricchi,38.9068709768993,-77.0438431904907,False,20036,"Washington, DC",DC,$$$,3.0,https://www.yelp.com/biz/ristorante-i-ricchi-washington?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,455,[],italian,FvwxyEH1XXDAHvPsPbyrCA
CAVA,38.906639,-77.0421322,False,20036,"Washington, DC",DC,$,4.0,https://www.yelp.com/biz/cava-washington-4?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,107,[],mediterranean,Z5RrD-Ocjbm4YX34F6FAMQ
Rosebar Lounge,38.90641,-77.04112,False,20036,"Washington, DC",DC,$$,3.0,https://www.yelp.com/biz/rosebar-lounge-washington?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,322,[],"danceclubs,lounges",QvE4VfVU_0IrlKwz7UwRdg
