name,latitude,longitude,is_closed,zipcode,city,state,price,rating,url,review_count,transactions,category,id
Ristorante Fiore,42.3635822,-71.0549324,False,02113,Boston,MA,$$$,3.5,https://www.yelp.com/biz/ristorante-fiore-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,554,[],"italian,wine_bars",PBt_sana68L9ZjgQzeJ7zw
Pagliucas,42.3637428283691,-71.0549621582031,False,02113,Boston,MA,$$,3.0,https://www.yelp.com/biz/pagliucas-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,285,[],italian,pW-9K9V5KQWxd-teAtcjlQ
Bricco,42.36309,-71.05495,False,02113,Boston,MA,$$$,4.0,https://www.yelp.com/biz/bricco-boston-6?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,812,[],wine_bars,55PGG2U1z-q7Z694F-B-_w
Bistro 5,42.4213865,-71.1324138,False,02155,Medford,MA,$$$,4.5,https://www.yelp.com/biz/bistro-5-medford?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,225,[],"italian,modern_european",6t1Y9dPhbGLEpGEecV9wdA
Salvatore's Restaurant,42.4187248,-71.1115534,False,02155,Medford,MA,$$,3.0,https://www.yelp.com/biz/salvatores-restaurant-medford?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,209,[],"italian,bars",whrxNVNwY3BLb2SYPWsX0A
Vintage Restaurant and Lounge,42.3577,-71.05302,False,02110,Boston,MA,$$,3.5,https://www.yelp.com/biz/vintage-restaurant-and-lounge-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,129,['delivery'],"lounges,newamerican",mI7qw74vuPgf4LJWH3M2oA
Finn McCool's Boston,42.3567426,-71.0519535,False,02110,Boston,MA,$$,4.0,https://www.yelp.com/biz/finn-mccools-boston-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,20,"['delivery', 'pickup']",pubs,PAdsmCb-T8yzrLf137yCVg
Bastille Kitchen,42.349462,-71.0501609,False,02210,Boston,MA,$$$,3.5,https://www.yelp.com/biz/bastille-kitchen-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,244,[],"bars,french",tFjWlJCDpANBRAPSMc5Cew
Granary Tavern,42.3587303,-71.052597,False,02109,Boston,MA,$$,3.5,https://www.yelp.com/biz/granary-tavern-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,561,[],"newamerican,pubs",CWqL2TEq_V9tipCj-X-GoQ
Meritage Restaurant,42.3562283,-71.0505545,False,02110,Boston,MA,$$$$,4.0,https://www.yelp.com/biz/meritage-restaurant-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,293,[],"newamerican,seafood,wine_bars",6H313b3O6gTULpR7fV2FsQ
